title,year,genres,director,cast,keywords,overview,tagline,vote_average,vote_count,runtime,popularity,id,genres_token,director_token,original_language
Hot Rod,2007,Action Comedy,Akiva Schaffer,Andy Samberg Isla Fisher Bill Hader Sissy Spacek Danny McBride,stuntman step father swimming pool aftercreditsstinger,"For Rod Kimball, performing stunts is a way of life, even though he is rather accident-prone. Poor Rod cannot even get any respect from his stepfather, Frank, who beats him up in weekly sparring matches. When Frank falls ill, Rod devises his most outrageous stunt yet to raise money for Frank's operation -- and then Rod will kick Frank's butt.",Smack destiny in the face.,6.3,313,88.0,6.3095870000000005,10074,Action Comedy,AkivaSchaffer,en
Shark Night,2011,Horror Thriller,David R. Ellis,Sara Paxton Chris Carmack Joel David Moore Chris Zylka Dustin Milligan,shark attack louisiana dirty cop shark aftercreditsstinger,A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to fresh-water shark attacks.,Terror runs deep.,4.9,132,91.0,8.363702,65055,Horror Thriller,DavidR.Ellis,en
Angela's Ashes,1999,Drama,Alan Parker,Emily Watson Robert Carlyle Joe Breen Michael Legge Ciaran Owens,emigration irish-american hunger socially deprived family famine,"Based on the best selling autobiography by Irish expat Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the poverty endemic in the slums of pre-war Limerick. The film opens with the family in Brooklyn, but following the death of one of Frankie's siblings, they return home, only to find the situation there even worse. Prejudice against Frankie's Northern Irish father makes his search for employment in the Republic difficult despite his having fought for the IRA, and when he does find money, he spends the money on drink.",,7.0,59,145.0,4.88794,10397,Drama,AlanParker,en
Draft Day,2014,Drama,Ivan Reitman,Kevin Costner Jennifer Garner Tom Welling Sam Elliott Terry Crews,sport duringcreditsstinger,"At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",The greatest victories don't always happen on the field.,6.5,304,109.0,14.17009,200505,Drama,IvanReitman,en
Lifeforce,1985,Fantasy Horror Science Fiction Thriller,Tobe Hooper,Steve Railsback Peter Firth Frank Finlay Mathilda May Patrick Stewart,space marine vampire flying saucer comet alien,A space shuttle mission investigating Halley's Comet brings back a malevolent race of space vampires who transform most of London's population into zombies. The only survivor of the expedition and British authorities attempt to capture a mysterious but beautiful alien woman who appears responsible.,"In the blink of an eye, the terror begins.",6.2,135,116.0,12.18362,11954,Fantasy Horror ScienceFiction Thriller,TobeHooper,en
The Conspirator,2010,Crime Drama History,Robert Redford,Evan Rachel Wood James McAvoy Kevin Kline Robin Wright Alexis Bledel,president history conspiracy lawyer trial,"Mary Surratt is the lone female charged as a co-conspirator in the assassination trial of Abraham Lincoln. As the whole nation turns against her, she is forced to rely on her reluctant lawyer to uncover the truth and save her life.",One bullet killed the President. But not one man.,6.2,137,122.0,9.169271,60309,Crime Drama History,RobertRedford,en
Lords of Dogtown,2005,Drama,Catherine Hardwicke,Emile Hirsch Victor Rasuk Rebecca De Mornay John Robinson Michael Angarano,skateboarding success independent film woman director,"The film follows the surf and skateboarding trends that originated in Venice, California during the 1970s.","They never thought they'd be famous, but they always thought they'd be friends.",7.0,210,107.0,8.127728,9787,Drama,CatherineHardwicke,en
The 33,2015,Drama History,Patricia Riggen,Antonio Banderas Rodrigo Santoro Juliette Binoche James Brolin Lou Diamond Phillips,mining chile based on true story survival woman director,"Based on a true story about the collapse at the mine in San Jose, Chile that  left 33 miners isolated underground for 69 days.",Hope Runs Deep,6.0,378,120.0,10.699952,293646,Drama History,PatriciaRiggen,en
Big Trouble in Little China,1986,Action Adventure Comedy Fantasy,John Carpenter,Kurt Russell Kim Cattrall Dennis Dun James Hong Victor Wong,kung fu chinatown magic mystery,"When trucker, Jack Burton agreed to take his friend, Wang Chi to pick up his fiancee at the airport, he never expected to get involved in a supernatural battle between good and evil. Wang's fiancee has emerald green eyes, which make her a perfect target for immortal sorcerer, Lo Pan and his three invincible cronies. Lo Pan must marry a girl with green eyes so he can regain his physical form.",Adventure doesn't come any bigger!,7.1,705,99.0,29.796394,6978,Action Adventure Comedy Fantasy,JohnCarpenter,en
Fly Me to the Moon,2012,Comedy Romance,Pascal Chaumeil,Diane Kruger Dany Boon Alice Pol Robert Plagnol Jonathan Cohen,,"Successful woman in love tries to break her family curse of every first marriage ending in divorce, by dashing to the alter with a random stranger before marrying her boyfriend.",,5.6,194,104.0,11.60921,133698,Comedy Romance,PascalChaumeil,fr
Warrior,2011,Action Drama,Gavin O'Connor,Tom Hardy Jennifer Morrison Nick Nolte Joel Edgerton Frank Grillo,bank training beating mixed martial arts teacher,"The inspirational story of an estranged family that finds redemption in the unlikeliest of places…the MMA ring. Tommy Riordan (Tom Hardy), an ex-marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for “Sparta”, the biggest MMA tournament ever held. But when Tommy’s underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart. What ensues is the most gut-wrenching, soul-stirring, and unforgettable battle of their lives.",Fight for Family,7.7,1272,140.0,51.915025,59440,Action Drama,GavinO'Connor,en
Michael Collins,1996,Drama Thriller,Neil Jordan,Liam Neeson Aidan Quinn Stephen Rea Alan Rickman Julia Roberts,civil war fight presidential election freedom fighter chinese civil war,"Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.","Ireland, 1916. His Dreams Inspired Hope. His Words Ignited Passion. His Courage Forged A Nation's Destiny.",6.7,97,132.0,8.314624,1770,Drama Thriller,NeilJordan,en
Gettysburg,1993,War Drama History,Ronald F. Maxwell,Jeff Daniels Tom Berenger Martin Sheen Sam Elliott Stephen Lang,civil war independence troops army battle,"Summer 1863. The Confederacy pushes north into Pennsylvania. Union divisions converge to face them. The two great armies clash at Gettysburg, site of a theology school. For three days, through such legendary actions as Little Round Top and Pickett's Charge, the fate of ""one nation, indivisible"" hangs in the balance.",,6.6,90,254.0,5.529035,10655,War Drama History,RonaldF.Maxwell,en
Stop-Loss,2008,Drama War,Kimberly Peirce,Ryan Phillippe Abbie Cornish Joseph Gordon-Levitt Channing Tatum Josef Sommer,post traumatic stress  disorder iraq war veteran u.s. soldier woman director,"A veteran soldier returns from his completed tour of duty in Iraq, only to find his life turned upside down when he is arbitrarily ordered to return to field duty by the Army.",The bravest place to stand is by each other's side.,6.1,82,113.0,4.002579,8988,Drama War,KimberlyPeirce,en
Abandon,2002,Drama Mystery Thriller,Stephen Gaghan,Katie Holmes Benjamin Bratt Charlie Hunnam Zooey Deschanel Fred Ward,alcohol detective dancer nightmare college,"A psychological thriller about a senior at one of America's most prestigious universities. Under enormous pressure to complete her thesis and earn a top job at one of the world's most competitive consulting firms, Katie is still coping with the sudden unexplained disappearance of her first love two years prior. As the investigation continues, Katie is forced to choose between past passions and new possibilities, even as new facts are uncovered.",Watch who you leave behind.,4.6,45,99.0,3.888776,15992,Drama Mystery Thriller,StephenGaghan,en
Brokedown Palace,1999,Drama Thriller,Jonathan Kaplan,Claire Danes Kate Beckinsale Bill Pullman Jacqueline Kim Lou Diamond Phillips,holiday prison thailand drug injustice,"Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.","Their graduation present was a trip to paradise, but they never thought they would land in hell.",6.2,111,100.0,7.296459,17707,Drama Thriller,JonathanKaplan,en
The Possession,2012,Horror Thriller,Ole Bornedal,Jeffrey Dean Morgan Natasha Calis Madison Davenport Kyra Sedgwick Rob LaBelle,,"A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.",Fear The Demon That Doesn't Fear God,5.8,498,92.0,21.680424,77883,Horror Thriller,OleBornedal,en
Mrs. Winterbourne,1996,Comedy Romance Drama,Richard Benjamin,Shirley MacLaine Ricki Lake Brendan Fraser Jane Krakowski Loren Dean,role reversal mistaken identity train wreck,"Connie Doyle is eighteen and pregnant her boyfriend has kicked her out. She accidentaly ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The train wrecks and she wakes up in the hosptial to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up.",The story of a girl who is going from filthy to rich,5.3,25,105.0,7.9467690000000015,40001,Comedy Romance Drama,RichardBenjamin,en
Straw Dogs,2011,Drama Thriller,Rod Lurie,James Marsden Kate Bosworth Alexander Skarsg\u00e5rd Dominic Purcell Laz Alonso,southern usa rape bar wife husband relationship barn,"L.A. screenwriter David Sumner relocates with his wife, Amy, to her hometown in the deep South. There, while tensions build between them, a brewing conflict with locals becomes a threat to them both.",Everyone Has A Breaking Point,5.5,144,110.0,7.473455,64639,Drama Thriller,RodLurie,en
The Hoax,2006,Comedy Drama,Lasse Hallstr\u00f6m,Richard Gere Alfred Molina Marcia Gay Harden Hope Davis Julie Delpy,flying 1970s false identity biography,"In what would cause a fantastic media frenzy, Clifford Irving sells his bogus biography of Howard Hughes to a premiere publishing house in the early 1970s.",Never let the truth get in the way of a good story.,6.4,60,116.0,5.073536,9903,Comedy Drama,LasseHallstr\u00f6m,en
Stone Cold,1991,Action Crime Thriller,Craig R. Baxley,Brian Bosworth Lance Henriksen William Forsythe Arabella Holzbog Sam McMurray,undercover fbi biker cop motorcycle gang,"Joe Huff (Brian Bosworth) is a tough, loner cop with a flair for infiltrating dangerous biker gangs. The FBI blackmail Joe into an undercover operation that entails infiltrating ""The Brotherhood"" - a powerful Mississippi biker gang linked in the murder of government officials as well as dealing drugs with the mafia.",A cop who enforces his own brand of justice.,5.7,34,92.0,3.623002,21338,Action Crime Thriller,CraigR.Baxley,en
